"","text"
"2536","„É¨„Éñ„É≠„É≥„ÇíÂá∫„ÅôÊÑèÂë≥„Åå„Çè„Åã„Çâ„Å™„ÅÑ„ÄÇ„Åì„ÅÆÁä∂Ê≥Å
„Éï„ÉÉ„Éâ„Åß„ÅÑ„ÅÑ„ÇÑ„Çì"
"2537","What seed were we again ?! CavsÌ†ºÌøÄWhatever It Takes Ì†ΩÌπåÌ†ºÌøæ"
"2538","#NBA #Playoffs #Round2 @kingjames de los #Cavs de #Cleveland con un pasito pa‚Äôtras y shazzzz video por @nbatv https://t.co/b5vy4yHLgP"
"2539","@Raptors @cavs @nbcsnl Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç https://t.co/DQ8qgdNxUq"
"2540","A large part of me wants to see the Cavs take a shot clock violation every possession in the 4th just to absolutely‚Ä¶ https://t.co/aLCNRTNeFL"
"2541","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2542","Unfuck‚Äônbeliveable!! https://t.co/G6aQ16VKQt"
"2543","RT @CLEsportsTalk: Cavs- 100
Raptors- 72

End of the third. #WhateverItTakes"
"2544","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2545","RT @ugo_nwanekezi: A Rockets-Cavs finals would be ideal.....Houston would obviously be the favorites but I'm just sick of seeing GS, I don'‚Ä¶"
"2546","Why are people praising Lebron and the Cavs against these raptors who nobdy but Drake and Charles Barkley believed‚Ä¶ https://t.co/acz8Ry97CC"
"2547","Lebron sweepstakes not looking great. 6ers need to take Celtics to 7 games and Boston needs to beat the Cavs withou‚Ä¶ https://t.co/dJBrPjZQUR"
"2548","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2549","Cavs are on https://t.co/RjmtPw9f2N"
"2550","RT @Raptors: Dear @cavs,

Worst @nbcsnl skit we've ever seen.

Y'all can chill out now, cool? https://t.co/RwxlOdDPrP"
"2551","RT @Connor_Grott: TWO ALL-STARS. TWO. I have no words. LeBron James is a robot. #Cavs https://t.co/8MkMGxw3k8"
"2552","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2553","As long as LeBron james playing in the east the raptors aka Drake team will NEVER beat LeBron @NBAonTNT‚Ä¶ https://t.co/D3MALc6lFq"
"2554","I feel ridiculously naive for thinking the raptors were gonna beat the cavs .. but getting swept??? For real??"
"2555","RT @lilcarter832: ‚Äúkyle lousy? demar defrozen? jonas value-menu? it don‚Äôt matter,
cavs in 4.‚Äù #NBAPlayoffs Ì†æÌ¥¥Ì†ºÌøΩ https://t.co/emB915DR9e"
"2556","Cavs rn https://t.co/UPluinlgy6"
"2557","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2558","Dear @kevinlove ,
We're sorry we doubted you.
‚ô•Ô∏è, #Cavs fans xoxo"
"2559","@shiquan_likely The Cavs not Lebron he gonna get his regardless and uk i said thatÌ†æÌ¥≠"
"2560","U know u right but still me predict Cavs vs GSW finals again https://t.co/CoJPdsKvo2"
"2561","RT @enimsahJ__x: Cavs ending it tonight"
"2562","@TimeOutBrasil Minha opini√£o.. s√≥ acho que o GSW perde a final se o Rockets fizer 7 jogos dur√≠ssimos e do outro lad‚Ä¶ https://t.co/54WKoBkrQ0"
"2563","RT @CLEsportsTalk: Cavs- 100
Raptors- 72

End of the third. #WhateverItTakes"
"2564","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2565","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"2566","@ZMN04_ Watch the Cavs"
"2567","RT @cavs: Ì†ΩÌ∏Ø #WhateverItTakes https://t.co/6abNW1LlVn"
"2568","RT @cavs: Game 4 STARTERS:

@George_Hill3
@TheRealJRSmith 
@KyleKorver
@KingJames 
@kevinlove

LET‚ÄôS GET IT. #WhateverItTakes https://t.co/‚Ä¶"
"2569","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2570","Straight up playing the Raptors https://t.co/kfX5fSXjUZ"
"2571","RT @TheTanMamba: Raptors are so trash that it‚Äôs not even fun to troll that they might beat the cavs"
"2572","Lowry is a joke too...

#Cavs 
#NBAPlayoffs"
"2573","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2574","This is why I can't get down with extreme sports fans. Cavs fans know that wasn't a flagrant 2. It was barely a fla‚Ä¶ https://t.co/21Bq07KatQ"
"2575","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2576","RT @clevelanddotcom: Near extinction... After three quarters, the Cavs lead the Raptors, 100-72. https://t.co/PfdxiBaDdz"
"2577","Remember when White people burned LeBron's jersey when he went to the Heat? https://t.co/s0rp8vuzK7"
"2578","#WhateverItTakes #LeBronJames #striveforgreatness #Cavs #jordanclarkson https://t.co/tLzKYNN90q"
"2579","@getnickwright I don‚Äôt normally use Twitter but I do enjoy your insight. Question: What do the Cavs need to do in o‚Ä¶ https://t.co/xl5mt7fTbb"
"2580","@JacobLRosen Likely out there...Cavs swept Toronto in 2017 playoffs with wins on May 1, 3, 5 and 7. Same dates as this year's series."
"2581","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2582","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2583","@HomaBashWEWS @cavs  https://t.co/dMSJqJZf8X"
"2584","RT @SheaSerrano: if the cavs arena sound guy doesn't play ""crossroads"" by bone then none of this was even worth it"
"2585","Good lord stop the fight #Cavs https://t.co/YpJjGVJRsJ"
"2586","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2587","@haralabob kinda the point that the Cavs have Bron and they have third tier stars. Guess the number of times third‚Ä¶ https://t.co/lA6cTgBto8"
"2588","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2589","RT @Oladipodamassa: Pra voc√™s verem o trabalho que o pacers deu pro cavs do 1st round, todo mundo dizia ""a mas o time do cavs s√≥ tem o lebr‚Ä¶"
"2590","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2591","RT @NBADASBADS: RESUMO DO TERCEIRO QUARTO

CAVS 100x 72 @RaptorsMilGrau e o nosso Vasc√£o?

TIME T√Å JOGANDO T√ÉO BEM QUE J√Å PODE JOGAR NA FIN‚Ä¶"
"2592","@RickardBenjamin nah go cavs"
"2593","RT @NBAquickreport: The Cavs are putting an on offensive clinic against the Raptors, who are a good defensive team. They had the 5th best d‚Ä¶"
"2594","My dad and I both agreed the Cavs would sweep the overrated Raptors after they beat the Pacers in Game 7. I guess w‚Ä¶ https://t.co/wdwrfPJWC7"
"2595","4-0 na. Cavs win vs Tor"
"2596","Lebron is to the raptors as MJ was to the cavs Ì†ΩÌ∏Ç"
"2597","I hadn't thought of this before and don't have strong feelings either way, but if KD hadn't chosen GSW, would we be‚Ä¶ https://t.co/jtaezKCtEW"
"2598","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2599","@2ForgetUs Pacers have always been a bad match up for Cavs all season bro lol cavs didn‚Äôt beat them once this regular season"
"2600","RT @cavs: What a pass. Ì†ΩÌ±ë #WhateverItTakes https://t.co/taithcTvUq"
"2601","Cavs/Celtics gonna be a hell of a series"
"2602","@Handownmandown @cavs L"
"2603","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2604","RT @_romanking: @cavs https://t.co/tDrYzLYahU"
"2605","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"2606","Will dwayne casey make it to the bus? Lol Have never seen such devastation! #cavs #raptors"
"2607","RT @SInow: LeBron really can score from anywhere Ì†ΩÌ∏≥ https://t.co/HDdgjbSXut"
"2608","Hope everyone sees how good the Pacers actually were this year.. took LeBron to 7, looked like the better team all‚Ä¶ https://t.co/AzwmtUhkcM"
"2609","""Cavs wont make it out the first round""
""East is weak""
And soooo on. Ì†ΩÌ∏Ç"
"2610","RT @vishkhanna: Say what you will about this Raptors / Cavs series but it certainly reminded me to go back into the kitchen and sweep the f‚Ä¶"
"2611","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2612","RT @216Champ2: Cavs need this sweep bad"
"2613","RT @MickstapeShow: This SNL sketch about the Cavs is SCARY accurate https://t.co/EArzbtIyDX"
"2614","Don't look now...and I know it doesn't fit the national narrative...but the #Cavs are becoming a great team at the‚Ä¶ https://t.co/ct6cSodjeq"
"2615","@JoeW6_ I gotta always gotta give @mysneakerheads shit about his tweets... I told him cavs in 6 or 7 so I was off lmao"
"2616","Dudes, taking Donald Glover personal...#Cavs"
"2617","@cavs https://t.co/PRsOK3y9Xy"
"2618","@stephenasmith @Raptors @KingJames #Cavs have beaten #Raptors (after tonight‚Äôs game)15 of 17 times &amp; 10 in a row, p‚Ä¶ https://t.co/mUDSIoEXjQ"
"2619","Who the fuck are the players on the cavs lol"
"2620","RT @Jeffsnation: So this was really a 1 game series. The game 1 OT win lead to a game 2 routing which lead to the broom that's about to com‚Ä¶"
"2621","RT @NBALatam: ¬°Termina el tercer cuarto y los @cavs dominan a los Raptors! @KingJames: 25 PTS, 7 REB y 20 AST. 

#WeTheNorth 72 
#WhateverI‚Ä¶"
"2622","I enjoyed the Pacers Vs Cavs waaaaaayy better than Raptors Vs Cavs game... Toronto playing like straight shit. Get eliminated already."
"2623","@aft_bar @cavs @KingJames @Browns  https://t.co/Hkt2xObhhY"
"2624","En casa, Cavs no dan tregua a Raptors https://t.co/th7Y6j8Rfe https://t.co/IW6eBTWZLE"
"2625","RT @NBAFantasy: Closing in on moving on! These two are leading the way for the @cavs heading to the final quarter!

-@KingJames: 25 PTS, 7‚Ä¶"
"2626","Pacers almost beat the Cavs but probably would‚Äôve lost to these Raptors. It‚Äôs a game of matchups"
"2627","RT @bradley4toz: Remember when Derek rose banked in that 3 at the buzzer in game 3 2015? That was the last round 2 game the @cavs have lost‚Ä¶"
"2628","@LILERN_21 Getting KD made the matchup unfair, but without KD the Warriors could still beat the Cavs... it‚Äôs annoyi‚Ä¶ https://t.co/EXzbutJKsa"
"2629","@ig_nacious_ Crazy that‚Äôs a flagrant 2 but Kevin Loves takes that mans chin off his body and not even a tech... I dislike the CAVS very much"
"2630","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2631","@CallMeAgent00 @WaffleAlMan77 Not really. The worst Cavs team still sweeps the best raptors team. LOL #fucktheNorth"
"2632","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2633","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2634","Raptors. Jurassic Park. Barney and friends. Lizards. 

DONT MATTER CAVS WITH SWEEP https://t.co/m8ycOKIlWW"
"2635","RT @mad4mani: Cavs got the raptors shook"
"2636","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2637","RT @CLEsportsTalk: Cavs- 100
Raptors- 72

End of the third. #WhateverItTakes"
"2638","RT @cauemoura: parabens cavs
@raptors in 6"
"2639","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2640","Los Cavs haciendo lo que les da la puta gana con los Raptors"
"2641","RT @Alex_J2017: Cavs game has me like https://t.co/0obs4PhmXR"
"2642","Cavs in 3 3/4‚Äôs lol"
"2643","RT @cavs_br: Fim do 3Q: CAVS 100-72 Raptors. 12 minutos para estarmos na final da Confer√™ncia Leste da NBA! #NBAnaSporTV #WhateverItTakes"
"2644","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2645","RT @BriiiCarter: Where is ‚ÄúCavs not making it past the Raptors‚Äù Twitter? https://t.co/eyHvnNguWC"
"2646","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"2647","Cavs fan but @DeMar_DeRozan shouldn‚Äôt have been ejected man. @NBAonTNT"
"2648","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2649","RT @cavs: Ì†ΩÌ±Ä #WhateverItTakes https://t.co/hysIqiImNf"
"2650","DALE DELE DELE DOLY https://t.co/c3HVmMzsTQ"
"2651","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2652","Checkout @GeraldBLSS w/@badboyhorn44  right after tonight‚Äôs. #RaptorsCavs game till 12 am call in 855 622-5867‚Ä¶ https://t.co/ToQzlGePFW"
"2653","RT @jeff_zukowitz: How bout them CAVS"
"2654","RT @RicFlairNatrBoy: Cleveland, Break Out Your Brooms! Tonight The @cavs Will SWEEP The @Raptors! WOOOOO! https://t.co/y3NqxoLK3H"
"2655","Lebron. James. Can. Do. No. Wrong. https://t.co/fRqtKoN30P"
"2656","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2657","RT @Raptors: Dear @cavs,

Worst @nbcsnl skit we've ever seen.

Y'all can chill out now, cool? https://t.co/RwxlOdDPrP"
"2658","They just said Lebron has swept 7 of his last 11 series. Crazy how much one player can make a difference. #Raptors #Cavs"
"2659","Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed C‚Ä¶ https://t.co/WSb1wDJYZR"
"2660","a varrida ta bem pr√≥ximo quem diria q o cavs iria varrer o 1 do leste n√© hahahaha o time cresceu no momento certo d‚Ä¶ https://t.co/UzBd3xANKV"
"2661","RT @cavs: Thanks, @nbcsnl. Ì†ΩÌ∏â #WhateverItTakes https://t.co/1HzQVYKN81"
"2662","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"2663","TAPOS NA DULA SA CAVS??? OR DELAYED LANG DINHI SA PH??? MABUANG KO UG MA-MISS NAKO ANG GAME 4!!! Ì†ΩÌ∏≠Ì†ΩÌ∏≠"
"2664","RT @NBA: JR Smith is up to 9 PTS on 4-4 shooting!

9-2 @cavs run in the 1st on @NBAonTNT 

#WhateverItTakes https://t.co/x21bKFF4IL"
"2665","Green hits from beyond the arc, @cavs up 103-74 at the 10:08 mark of Q4 #NBAPlayoffs #MBSportsOnline"
"2666","@ShepherdCmmndr @cavs Stop it lol"
"2667","RT @BR_NBA: The Cavs are shooting 80%... https://t.co/jDJmTlTcc2"
"2668","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"2669","RT @D_TwoSeven: This is the worst Cavs team since Bron got back...going up against the best Raptors team EVER...and this happens? Nah fam,‚Ä¶"
"2670","RT @OhioStateFB: mood

go get that sweep @cavs

#WhateverItTakes https://t.co/Zwm7BKAwkQ"
"2671","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"2672","Is it possible that the extra days off coming up are bad for the #Cavs?  They seem to be rolling on both ends of the court right now."
"2673","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2674","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2675","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2676","RT @twithersAP: LeBron came in wearing a ball cap that said ‚ÄúDon‚Äôt Trip.‚Äù
#Cavs"
"2677","Guess DeRosan gets to start his vacation early #WhateverItTakes @cavs"
"2678","@JCBOYD_SPORT360 Mi primo Andres Green el √∫nico fan que crey√≥ en los CAVs"
"2679","Count ‚Äòem baby. 1Ô∏è‚É£2Ô∏è‚É£3Ô∏è‚É£4Ô∏è‚É£ #Cavs #WhateverItTakes"
"2680","@Ballboy0192 @CrisMetal95 @NexusPrime14 @NBA @NBAonTNT Boi Cavs team is lighting it up today not just Lebron Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"2681","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2682","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2683","Cavs are the 1 seed like how are they playing that bad"
"2684","Either way, Cavs coming out the East and will have to take another L to the Warriors Ì†æÌ¥ó"
"2685","RT @Cavsbrasil: Raptors n√£o tinha perdido tr√™s jogos seguidos durante toda temporada. Cavs ganhando o quarto jogo seguido deles no momento.‚Ä¶"
"2686","@Paul__Jones Quick thought - during Pacers series - were Cavs preparing for Raps ... hence why it went 7 ???"
"2687","@DMVCoop301 Wowwww i didnt even know he was on Cleveland roster lmaooo Cavs play only 6 guys"
"2688","I dont agree with that ejection of DeMar DeRozan. He seems like a good dude, Toronto had a great season. LeBron &amp; C‚Ä¶ https://t.co/laXG4pMDDz"
"2689","RT @realSportsTrump: It‚Äôs very sad how the failing Toronto Raptors (who were apparently leading the polls .. the fake polls) just totally c‚Ä¶"
"2690","cavs sweep craptors! who‚Äôs next?"
"2691","RT @JoeDeLuca: Pacers appreciation tweet for getting the cavs in playoff mode."
"2692","RT @SaudiaAzora: What the Cavs are doing is borderline cruel and unusual punishment at this point. 
Forget the broom. We need mops after th‚Ä¶"
"2693","Powell, Vanvleet, Siakan e Wright jogaram muito na temporada regular, mas tiveram seus minutos cortados pra menos d‚Ä¶ https://t.co/csl2UsxZ7z"
"2694","RT @Jokeeee_: 3 weeks ago, the cavs had no chance to win the east.

Today, ‚Äúthe east sucks‚Äù 

LEBRON RAYMONE JAMES. https://t.co/IZDsbOYR0Y"
"2695","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2696","cavs really goin OFF"
"2697","Cavs https://t.co/dZfiucTOr5"
"2698","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2699","Ok the commentators just said that the Cavs have now made another consecutive Eastern Conference Finals by there‚Äôs‚Ä¶ https://t.co/BJUCOa1RW1"
"2700","@mariakcarroll The raps can‚Äôt handle the cavs Ì†æÌ¥≠"
"2701","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2702","RT @KingSoupy: @Mavrykk At all. Not sure Cavs making it to the ECF. LeBron has to do every damn thing."
"2703","I can say the cavs look better"
"2704","What are Raptors? We Sweep Ì†ΩÌ¥• https://t.co/axYih0O3OU"
"2705","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2706","Cavs are absolutely destroying the raptors rn"
"2707","Watching the Cavs-Raptors game like: https://t.co/ZGTwIXkJju"
"2708","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"2709","@SwantzYbabY Golden State is going to make kill the cavs again"
"2710","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2711","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2712","Ì†ΩÌ±ë https://t.co/0cu2Fizs9Y"
"2713","Feel bad for the @Raptors tonight. @cavs on a mission!"
"2714","They can‚Äôt miss. This is ridiculous. #Cavs"
"2715","@Raptors Your team has to be so tired of lebron destroying u in the playoffs. Every yr your team gives a ‚Äúnext yr w‚Ä¶ https://t.co/m90YOCIo8V"
"2716","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"2717","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2718","Just tuned into the Cavs game and the Raptors comentator arguing with each other https://t.co/xpOvvfw1KJ"
"2719","RT @Bottlegate: ""Uh ohhh, the Cavs are playing playoff basketball"" https://t.co/WrOrzeuEtW"
"2720","Cavs petty for leaving Bron in so he get his Triple double tonight lol"
"2721","Wasn‚Äôt this @cavs @Raptors series kinda over before it started???? https://t.co/N7vPONYL8H"
"2722","@EvCoRadio Serious question as a casual basketball fan. Why do teams not foul harder early in series? Seems like th‚Ä¶ https://t.co/MnaSwhiHyJ"
"2723","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2724","RT @NBALatam: ¬°Termina el tercer cuarto y los @cavs dominan a los Raptors! @KingJames: 25 PTS, 7 REB y 20 AST. 

#WeTheNorth 72 
#WhateverI‚Ä¶"
"2725","RT @ArmchairCavs: Greatness. #WhatEverItTakes https://t.co/ZeGtRaz89h"
"2726","RT @TomerAzarly: LeBron James vs. DeMar DeRozan and Kyle Lowry IN THE SERIES! Wow. #Cavs #Raptors #WhateverItTakes #WeTheNorth https://t.co‚Ä¶"
"2727","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"2728","RT @NBALatam: ¬°Termina el tercer cuarto y los @cavs dominan a los Raptors! @KingJames: 25 PTS, 7 REB y 20 AST. 

#WeTheNorth 72 
#WhateverI‚Ä¶"
"2729","@AstasiaWill @cavs Not a true fan. Ì†æÌ¥£"
"2730","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"2731","Cavs presented matchup problems for the Raptors. You don‚Äôt have to look any further than Bron being guarded by a ro‚Ä¶ https://t.co/9JyuUCLKaH"
"2732","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2733","The cavs playing real nice tonight"
"2734","RT @Ty96_: Cavs in 4"
"2735","Get oucha broooooms @cavs"
"2736","If the Cavs can continue to play line this they'll be hard to handle"
"2737","@SportsCenter LMAO no one on the Celtics can guard him. Horford, Baynes, Monroe Ì†ΩÌ∏Ç. Talk that shit JoJo they can't g‚Ä¶ https://t.co/CeIIgrCXk8"
"2738","@cavs @TweetQTV sibblings night out! https://t.co/qx2GQR0uB5"
"2739","RT @KujoSama: Wow Cavs only won by 4 and Lebron had to put up about 35+ in every game they won that series... they not making it out the Ea‚Ä¶"
"2740","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"2741","@APBoynton For love I can say it was just a horrible matchup for him - the rest of the guys i dunno. Most Cavs fans‚Ä¶ https://t.co/XlVT48qoyN"
"2742","RT @MrCallari: Kyle Lowry always has the same stunned face. It might be my favorite part of the Cavs beating the Raptors https://t.co/0eECe‚Ä¶"
"2743","RT @MonkeyTamer: #Raptors &gt; #Cavs 
#Lebron &gt; #Raptors 
Simply put, Lebron owns us...
#FFS Raptors! Ì†ΩÌ∏°"
"2744","@IstraPacheco 28 abajo y faltando 1 Qtr?
Raptors le regalaron la serie a los Cavs."
"2745","Something needs to change in @Raptors, maybe @DeMar_DeRozan or @Klow7 or even the head coach but something got to c‚Ä¶ https://t.co/JFpaHf4IH2"
"2746","They winning im sure they will its gon be 4 - nothing https://t.co/xTKubLloxg"
"2747","RT @cavs: Ì†ΩÌ∏Ø #WhateverItTakes https://t.co/6abNW1LlVn"
"2748","I can‚Äôt wait to watch the Cavs beat the hell out of the Celtics"
"2749","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2750","Cavs are an absolute juggernaut"
"2751","Winalis na naman ng Cavs ang Raptors"
"2752","I'm sitting at Deano's eating dinner &amp; watching the Cavs game. 3 rednecks next to me are discussing why Nascar &gt; NBA.

Go kiss your cousin."
"2753","@getnickwright @MikeGarrigan23 See cavs up by 29 and Bron still on the floor.. #StatsPad"
"2754","My cousin LeBron and the rest of the Cavs https://t.co/5WcUNu2Fv4"
"2755","RT @cavs: Korver Kounter:

Ì†ΩÌ¥• https://t.co/qthvzdWfyO"
"2756","@julesbee3 It is but Celtics are without their two best players right? Now u going up against Bron led team it‚Äôs a‚Ä¶ https://t.co/T6u48Pq6ME"
"2757","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2758","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"2759","Ta Uma Palha√ßada Esse Cara! https://t.co/UiBptXIcrp"
"2760","RT @CavsJoeG: .@TheRealJRSmith, 15pts, 6-6FG, 3-3 3ptFG, 3asst, 2stl; @KyleKorver, 16pts, 6-8FG, 4-5 3ptFG, 2reb, 2asst, stl. https://t.co/‚Ä¶"
"2761","RT @mrglendell25: cavs nation!!"
"2762","RT @SheaSerrano: if the cavs arena sound guy doesn't play ""crossroads"" by bone then none of this was even worth it"
"2763","RT @ShepherdCmmndr: @cavs  https://t.co/9iKd9pUws2"
"2764","@cavs Wow, hoping for a win, but wasn‚Äôt expecting this.Ì†ΩÌ±çÌ†ºÌøªÌ†ΩÌ±äÌ†ºÌøª"
"2765","RT @cavs: Ì†ΩÌ∏Ø #WhateverItTakes https://t.co/6abNW1LlVn"
"2766","@themcconicowire ok i could see that. maybe ends up being better for derozan - takes away possible injury in a mean‚Ä¶ https://t.co/t4FTCFTTKB"
"2767","no leGOAT n cavs don't een make da playoffs. https://t.co/dFqmry1GDj"
