"","text"
"754","RT @HeatvsHaters: Seriously, how deflating is this:
First, You get swept by LeBron &amp; Cavs

Next season, you get a franchise record in wins.‚Ä¶"
"755","Since LeBron‚Äôs return, the cavs will have ended 3 teams ‚Äúgreatest season in franchise history. 

2015 Hawks (60 win‚Ä¶ https://t.co/OTMAg0kUq1"
"756","Yo Lebron/cavs really are kryptonite to them"
"757","Esse negro maravilhoso ‚ù§ https://t.co/mq2bXPDOGv"
"758","@Vasu Gloat as always Americans do, but this @Raptors team is the youngest in the playoffs and they are learning. T‚Ä¶ https://t.co/NDksFTr71k"
"759","RT @ScottCacciola: If I'm the Cavs, I put the Roomba in for the final 8 minutes."
"760","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"761","I can‚Äôt keep up with this game lol I already know @Cavs is sweeping the Raptors &amp; MOVIN on Ì†ºÌ∂ô‚ÄºÔ∏è Ì†ΩÌ≤™Ì†ºÌøΩÌ†ΩÌ≤™Ì†ºÌøΩÌ†ΩÌ≤™Ì†ºÌøΩÌ†ΩÌ≤™Ì†ºÌøΩ #NowWatching #NBAPlayoffs #TORvsCLE"
"762","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"763","Wait, the Cavs' slogan hashtag on Twitter is #WhateverItTakes? Lol the Warriors' video crew did a jumbotron segment‚Ä¶ https://t.co/KEjit9E9OL"
"764","cavs plan"
"765","@msmackkkk Cavs vs Warriors talk"
"766","RT @KeithBritton86: For all the uncertainty around the #Cavs headed into this series, things could not have gone better for them over past‚Ä¶"
"767","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"768","@HPbasketball Celtics vs. Cavs: Where fans of both teams will say they told you so when they win."
"769","wtf cavs i loveyou"
"770","RT @TomerAzarly: #Cavs dominating the #Raptors after 3 in Game 4, 72-100.

LeBron James: 25 points, 7 rebs, 10 asts, 2 stls, 1 blk
Kevin Lo‚Ä¶"
"771","RT @DavidZavac: Nothing the Cavs do tonight can be as disrespectful as Kyrie throwing LeBron a lob off the backboard in the first quarter o‚Ä¶"
"772","cavs up 30 in the 4th and the goat still in smh"
"773","RT @_whosane: Is this your number 1 seed?  

#Cavs #Bronsplan https://t.co/D4L192LBjE"
"774","RT @cavs: Ì†ΩÌ±Ä #WhateverItTakes https://t.co/hysIqiImNf"
"775","Playing the Raptors does so much for the Cavs confidence. So thankful for this series."
"776","RT @NBALatam: ¬°Termina el tercer cuarto y los @cavs dominan a los Raptors! @KingJames: 25 PTS, 7 REB y 20 AST. 

#WeTheNorth 72 
#WhateverI‚Ä¶"
"777","@katebame1 @cavs Barney Rubble...what an actor!!"
"778","RT @NickCaminoWTAM: I'm embarrassed I picked the #Cavs in 6..."
"779","I really didn‚Äôt think this Raps/Cavs Series was as ginna end like this loll"
"780","SWEEEEEEEEEEP @cavs"
"781","Cavs did a sweep *Future voice"
"782","Still 8 mins to go but it's safe to say he owns the Raps forever #Lebron #Lebronto SWEEP of the number 1 side by th‚Ä¶ https://t.co/Cx0JfluPqb"
"783","Cavs did a sweep...pick the Raptors up like an infant."
"784","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"785","@SportsNoBS I agree I thought they would lose to the Cavs but to have a no show from your two best players is pathetic."
"786","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"787","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"788","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"789","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"790","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"791","Final score 101-138 #cavs #RaptorsCavs"
"792","I think the Raptors could break the Warriors record of 73-9 and the Cavs could be 10 games under .500 but still be‚Ä¶ https://t.co/8Ors6uXJWt"
"793","@ItsShake4ndbake And play the Cavs"
"794","They Cavs were done they said"
"795","@Ronaldoooope @cavs YOOOO DEROZAN JUSTTT GOT EJECTED"
"796","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"797","Looks like the @Cavs are emptying the bench in the 4th https://t.co/dxn63XDlGs"
"798","Let‚Äôs Go CavsÌ†ºÌøÄÌ†ºÌøÄÌ†ºÌøÄ https://t.co/vPMxM4xFMX"
"799","Also: LeBron as a 4 seed is STILL the 1 seed #Cavs #Cavaliers #LeBronJames #LeBronto #NBA"
"800","Cavs back up PG a multi billionaire, JR a Henny god, KLOVE a whole lumberjack, Bron own an entire country lmfaooooo‚Ä¶ https://t.co/ZDotVUmmzC"
"801","@cavs @warriors block @ohhmar to avoid his curse"
"802","Cavs are up 30 with under 9 mins left and LeBron is still in the game. Can someone check and make sure Ty Lue is aw‚Ä¶ https://t.co/Edr9DmddMK"
"803","@ColinCowherd If LeBron didn‚Äôt use his energy on the Raptors the Cavs woulda lost the series u dumfuk. https://t.co/Ki6TNZ86SL"
"804","RT @HisStankness: People really went from saying ‚ÄúThe Cavs ain‚Äôt making it out the first round this year‚Äù to saying ‚Äúthe East is weak. LeBr‚Ä¶"
"805","RT @RealSkipBayless: The Cavs will sweep the Raptors."
"806","perception of @Raptors #WeTheNorth before Game 1 of @cavs series vs. how everybody feels about them after tonight's‚Ä¶ https://t.co/S6Gb6PlGZo"
"807","RT @BR_NBA: The Cavs are shooting 80%... https://t.co/jDJmTlTcc2"
"808","@jeremyduncan926 @cavs But it‚Äôs still exciting"
"809","So the Raptors havent beaten the Cavs in 10 straight playoff games... okay"
"810","RT @HunterPieske: raptors going to the finals this year fuck the cavs"
"811","This raptors/cavs game is genuinely heartbreaking..."
"812","Can we get the running clock now? #cavs #WhateverItTakes"
"813","@KingJames @cavs witnessing the greatness !"
"814","RT @HammerNation19: The Cavs were the number one seed only once since LeBron came back (2016 NBA Champs). With tonight, in the other three‚Ä¶"
"815","Bench playing with more heart and aggression than Kyle and DD. And why is LBJ out there when the Cavs are up by almost 30?"
"816","RT @SInow: LeBron really can score from anywhere Ì†ΩÌ∏≥ https://t.co/HDdgjbSXut"
"817","What the Lebron and the Cavs have done in this series is seriously leaving me in awe"
"818","@SneakerDave lmao cavs fan to the heart"
"819","En 2 ans : 
Cavs 8 - 0 Raptors

En 3 ans :
Cavs 12 - 2 Raptors

#NBAPlayoffs #NBAextra #WhateverItTakes #CavsRaptors https://t.co/Iq9W0dW5zJ"
"820","RT @HammerNation19: The Cavs were the number one seed only once since LeBron came back (2016 NBA Champs). With tonight, in the other three‚Ä¶"
"821","RT @HammerNation19: The Cavs were the number one seed only once since LeBron came back (2016 NBA Champs). With tonight, in the other three‚Ä¶"
"822","RT @RogueDarren: Since when did the rest of the Cavs remember how to play basketball? What is this sorcery?!?!"
"823","Can we get LeBron out... PLEASE!!! #Cavs"
"824","Siakam's wide open alley oop missed dunk pretty much describes this entire Raptors/Cavs series"
"825","@IISuperwomanII @DeMar_DeRozan I'm a Cavs fan and I agree give him a flagrant 1 and move on"
"826","RT @MickstapeShow: This SNL sketch about the Cavs is SCARY accurate https://t.co/EArzbtIyDX"
"827","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"828","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"829","RT @itsCherylLucero: Game 4 na! 
Go CAVS Ì†ΩÌ≤™
Ipanalo nyo na 'tong games na 'to guys
Wag na paabutin ng game 7 Ì†ΩÌ∏Ñ

@mor1019 #MORPinoyBiga10 Ala‚Ä¶"
"830","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"831","The raptors really tried their hardest to get the 1st seed just to get swept by lebron and a 4th seed cavs lol"
"832","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"833","@PreacherBBall Yep.  Too bad for the Raptors that the LeBron Cavs are just a terrible match-up.  WIth DeRozen they‚Ä¶ https://t.co/aJxJRvUZvK"
"834","The Cavs are really doing that shit to them. 28 point lead bruh"
"835","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"836","@FamosoTurista @cavs Finais √© foda de pre√ßo e pra conseguir ingresso, mas meu sonho √© tentar ir em jogo do Lebron a‚Ä¶ https://t.co/xjoCURahW9"
"837","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"838","Indiana took the Cavs to game 7 with none of that"
"839","RT @cedwindley: Toronto forever will lose the mental battle with the Cavs."
"840","@Raptors, when Cavs start to play with Raptors, they start their vacation mode, too easy for them, they play better and better."
"841","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"842","Boa noite pra voc√™ que abriu sua boca pra falar ‚Äúah, se o cavs continuar assim vai voar pro Raptors bem facin‚Äù

3 x‚Ä¶ https://t.co/LE8lV5fSY5"
"843","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"844","RT @CornetaWarriors: @fracassado0 @Wardell30sc Ano passado o Cavs era bom e o Raptors nem era essas coisas todas, morreram para passar do B‚Ä¶"
"845","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"846","Con la victoria de hoy, es la octava final de conferencia que de manera consecutiva juega LeBron James, sus tres ul‚Ä¶ https://t.co/bB8qL8BaAT"
"847","RT @DG92_TO: ‚Äú1 seed, 2 seed, chia seed, sunflower seed, pumpkin seed. Don‚Äôt matter, Cavs in 4!‚Äù https://t.co/SDMDiT47Ql"
"848","@ChrisTheCoat Cavs"
"849","Cavs winning the championship, don‚Äôt @ me."
"850","An absolutely dominant performance by @KingJames #Cavs on their way to a 4-0 shutout of #Raptors #Onward #NBA"
"851","RT @TheOfficial_80: Dear Demar Derozen &amp; Kyle Lowry, 

Follow in KD‚Äôs footsteps and join the Cavs this off-season. 

Sincerely, 
Majority o‚Ä¶"
"852","RT @Beckman24Joe: DeRozan isn‚Äôt nearly the threat that Oladipo was against the Cavs. Cavs aren‚Äôt even double teaming DeRozan. Cavs had to r‚Ä¶"
"853","Cavs sweeping the Raptors to get swept by Boston. What a time to be alive"
"854","Have great respect 4 the majesty Jordan but I think he is the greatest ever! @KingJames . #LeBronJames @cavs ."
"855","Cavs could have been the 8seed, swept Raptor and probably would have avoided Indy and been better rested for remain‚Ä¶ https://t.co/amcLEWg4ku"
"856","RT @TrashTalk_fr: √áa va √™tre incroyable, quand John Wall va d√©clarer cet √©t√© que les Wizards auraient tap√© les Cavs s‚Äôils s‚Äô√©taient qualifi‚Ä¶"
"857","This just shows that LeBron truly is the coach of the Cavs"
"858","When you‚Äôre leading the series 3-0, and winning by 30. #cavs #216 https://t.co/CupCqF7Szg"
"859","RT @_KarateChris: Urkel picked the Raptors to beat Cavs and he Big mad like them right now the way they got picked apart"
"860","To be completely honest I did not think the Cavs were gonna bulldoze the Raptors like this"
"861","RT @damanr: Let's give some props to a guy who doesn't get nearly enough: Ty Lue has dealt with a LOT this year including essentially a ful‚Ä¶"
"862","Ì†ΩÌ∞ê https://t.co/AixDICygC3"
"863","@HoodieJulio Les cavs ont LeBron et √ßa √ßa fait la diff mais voil√†"
"864","RT @SpongeBobSports: the Cavs-Raptors series summarized in one gif: https://t.co/dusBl1dZLk"
"865","The Cleveland Cavs Clinic! Next up?!"
"866","Raptors have shown no fight at all, 59 wins top seed in the East to be down 28 with your season on the line?! Great‚Ä¶ https://t.co/aPd1fbfvb9"
"867","@NBAonTNT This Cavs / Raptor scrimmage has me like... https://t.co/XUgKRKk7il"
"868","RT @CavsNotes: The @cavs put up 37 PTS in the 3rd Q of tonight's contest and now lead TOR, 100-72, going into the 4th Q of #CavsRaptors Gam‚Ä¶"
"869","@MilesBridges courtside @cavs Gamee‚ÄºÔ∏è‚ÄºÔ∏è"
"870","RT @SpongeBobSports: the Cavs-Raptors series summarized in one gif: https://t.co/dusBl1dZLk"
"871","@cavs take James out the game it‚Äôs over please damn that triple double take him out Lue"
"872","#NBAPlayoffs Helluva defensive effort by the Raptors. Oy vey. They are toast, sweep by Cavs 9 min away.  Cannot bea‚Ä¶ https://t.co/iIYvNpW73c"
"873","√© bem complicado analisar oq acontece com o toronto raptors, √© MUITO mais time que o cavs, e qualquer outro na conf‚Ä¶ https://t.co/DcDnKVFIKL"
"874","RT @LBJ23_Fan: Throwback to this gem of a quote from LeBron. 

I don‚Äôt think those reporters took him seriously, but the #4 seed Cavs just‚Ä¶"
"875","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"876","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"877","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"878","Raptors are weak wizards would‚Äôve gave cavs a closer series"
"879","I'm embarrassed I picked the #Cavs in 6..."
"880","@bluestdeuce I‚Äôm saying the pacers came 4 points short of winning the series in game 7, you could add 1 player to t‚Ä¶ https://t.co/hb0w68PUPG"
"881","So if they get swept will they tear the team apart? 
Heard they been losing to cavs for a few years might as well start over"
"882","RT @Raptors: Dear @cavs,

Worst @nbcsnl skit we've ever seen.

Y'all can chill out now, cool? https://t.co/RwxlOdDPrP"
"883","RT @TheFakeESPN: Kyle Lowry, Tia Mowry, DeMar DeRozan, Olaf from Frozen, Doesn‚Äôt matter. Cavs in 4. https://t.co/WwUbdwXqcj"
"884","RT @mcten: One year ago today, DeMar DeRozan said ""if we had LeBron on our team, we would have won,"" after the Cavs swept Toronto. Tonight,‚Ä¶"
"885","RT @SBJohn12: Huge blow to the Cavs, DeMar DeFrozen has been ejected."
"886","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"887","RT @TeamLeBron_: Here comes the annual ‚ÄúCavs won‚Äôt make the Finals! This is the Raptors‚Äô year‚Äù

To ‚Äúthe east is wack‚Äù

Smdh Ì†æÌ¥¶Ì†ºÌøº‚Äç‚ôÇÔ∏è"
"888","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"889","@JohnnyArcuri4 Doesn't make sense. You're compairing an entire team to one person. Pens were going for a 3 peat and‚Ä¶ https://t.co/NACjEyqkF0"
"890","@KMassey30 We won't be facing the Warriors tho? We'll be facing the rockets Ì†ΩÌ∏Ç which is why I stand by my statement‚Ä¶ https://t.co/viE8pk9y9F"
"891","RT @TjSlayer29_: #Cavs #raptors @Raptors https://t.co/9eIh3bi65n"
"892","RT @cavs: LEBRON. JAMES. #WhateverItTakes https://t.co/5JBmeBhQLc"
"893","RT @cavs: Ì†ΩÌ≤Ø

Ì†ΩÌ≥ä: https://t.co/ADV7HTvD90
Ì†ΩÌ≥∏: https://t.co/wpWBxE10T7

#WhateverItTakes https://t.co/P3O6Jns4xn"
"894","Ì†ΩÌ±ëÌ†ΩÌ±ëÌ†ΩÌ±ë https://t.co/JjZShQ4E02"
"895","RT @ShepherdCmmndr: @cavs  https://t.co/9iKd9pUws2"
"896","RT @espn: On This Date: Michael Jordan hit ""The Shot"" over Craig Ehlo, sending the Bulls on to Round 2 and breaking Cavs' fans hearts. http‚Ä¶"
"897","RT @CindyBrunsonAZ: It‚Äôs like the @cavs not named LeBron saw that scrapped SNL skit and decided to prove they could help close put the #Rap‚Ä¶"
"898","RT @BradleySenger: The #Cavs are up 30 with 8:00 to go! Why is LeBron still in the game? Let him rest!"
"899","RT @clevezirm: 2015 Hawks. 2017 Celtics. 2018 Raptors. the way the Cavs have dismantled some of these 1 seeds during this four season run i‚Ä¶"
"900","Cavs up 30 #Cavs #boredom"
"901","WHEW the Raptors got SPANKED and I said the Cavs beat them a little before the playoffs TWICE in a row."
"902","i told boys if #CAVS win it'll be a blowout. they are in the zone to let this one slip at HOME. raptors aint hungry‚Ä¶ https://t.co/ZlTAqy9IZI"
"903","I don't think this Cavs team is super talented, but I think it's the best constructed team LeBron has ever played o‚Ä¶ https://t.co/FFAhBOfZbK"
"904","RT @coolghost101: Drake looking at Lebron in the Cavs locker room after the Raptors game. 

 #Cavs #Raptors https://t.co/EbSbfqp3lH"
"905","Ok fine nba cavs lbj travel so what... Game 1 before overtime lbj stepped outta bounds still gave cavs possession..‚Ä¶ https://t.co/t1t8uJSagq"
"906","@LjSwift @OfficialNBARefs @Raptors @cavs @NBAonTNT Right?!! I mean it's absurd."
"907","RT @MongoGoesInsane: If there is one thing we learned about the Cavs last night, the Cavs are not going to the NBA Finals. LeBron can't do‚Ä¶"
"908","@donzugy @rafie_Lopez1299 @NBAonTNT @Raptors @cavs its on the post lmfao"
"909","RT @ianharris: Kyle Lowry, Tia Mowry, Mike Lowry, doesn‚Äôt matter. Cavs in game 4. https://t.co/nJnxTRqXUN"
"910","The Cavs will need this test because Boston will give them a run for their money."
"911","RT @getnickwright: Y'all watch TV this morning? The shift is in full force, with folks who had called the Cavs DOA now declaring the East w‚Ä¶"
"912","Cavs about to win this whole thing"
"913","RT @freedarko: The Cavs are up 28 points and LeBron is carrying the weight of the world on his shoulders but he's still playing in the four‚Ä¶"
